item_id,result_row_id,granularity,prefix,reference,prediction,topk_predictions,axis,score,labeler
c0068,,partial_word,"Hi, can you write me a synopsi",s,for,for | of,matches,0,A
c0069,,partial_word,How can th,is,yme,yme,matches,0,A
c0070,,partial_word,What was the firs,t,of,of | in | ak | 2100 | 埫,matches,0,A
c0071,,partial_word,Any good local f,ood,airs,airs | MRI | eline,matches,0,A
c0072,,partial_word,in livelooping there is this concept c,alled,that,that | ++11 | ull | ++,matches,0,A
c0073,,partial_word,List the top five flig,ht,es,es | gy | ments,matches,0,A
c0074,,partial_word,On the website https://alittlehebrew.com/transliterate/ I in,put,my,my | the | a,matches,0,A
c0075,,partial_word,The answers are correct 💯 wa,y,I,"I | alaat | , | 55 | ht",matches,0,A
c0076,,partial_word,"Come on, please ! I nee",d,to,to | something | 300 | help,matches,0,A
c0077,,partial_word,In my seminar I pla,n,**The,"**The | ed | , | as | the",matches,0,A
c0078,,partial_word,What does t,he,adalafil,adalafil | achycardia | etracycline,matches,0,A
c0079,,partial_word,I have this SQ,L,S,S | FT | RT( | RT,matches,0,A
c0080,,partial_word,Start writing code. Use pygame and make th,e,ay,ay | s | reepointers. | ... | You,matches,0,A
c0081,,partial_word,uhm... give me th,e,"ursday,","ursday, | x | rought | s",matches,0,A
c0082,,partial_word,Interesting is there any other paradox th,at,...,... | ay | rougout,matches,0,A
c0083,,partial_word,How tell this to my boss vi,a,el,"el | i, | , | as | I'm",matches,0,A
c0084,,partial_word,"No, you ga",ve,"unt,","unt, | uged | untlet | ia,",matches,0,A
c0085,,partial_word,I could also use my neighbours gas to hea,t,up,up | my | a,matches,0,A
c0086,,partial_word,What are problems I could face if people think th,at,ier,ier | reesomes | istle | omson's | rees,matches,0,A
c0087,,partial_word,What does the following idiom m,ean?,imes?,imes? | umble | ending | ending(face),matches,0,A
c0088,,partial_word,Can you wr,ite,ing,ing | inkle,matches,0,A
c0089,,partial_word,How do I go about finding pla,yers,"ques,","ques, | ques",matches,0,A
c0090,,partial_word,What are s,ome,phenoids,"phenoids | yllogisms, | phenes | elenite, | yllogisms",matches,0,A
c0091,,partial_word,Any good local food I should chec,k,?,? | ck?,matches,0,A
c0092,,partial_word,"I have 1000$ budget to build a pc that I want to use for gaming, what componen",ts,ets,ets | 投保？,matches,0,A
c0093,,partial_word,Write a respo,nse,for,for | that | of | on | response,matches,0,A
c0094,,partial_word,no ide,"a,",ologies,"ologies | k, | -0. | , | fenses",matches,1,A
c0095,,partial_word,What would make a good title fo,r,reshadowing,reshadowing,matches,0,A
c0096,,partial_word,Could yo,u,write,"write | be | know | see, | read",matches,0,A
c0097,,partial_word,Are there research papers I ca,n,...,... | be | n't | ulk | can,matches,0,A
c0098,,partial_word,Could you write a small program t,hat,that,that | iling,matches,0,A
c0099,,partial_word,"Haha, yeah I wan",t,'t,'t | to,matches,0,A
c0100,,partial_word,Let's say that on both days on t,he,uesday,uesday | =0 | 2 | -1,matches,0,A
c0101,,partial_word,Nice. Let's do it ag,ain.,round.,round. | nostic. | ian.,matches,0,A
c0102,,partial_word,How tell thi,s,in,in | s | the | em | -,matches,0,A
c0103,,partial_word,What is the difference between an ocean an,d,emometer,emometer,matches,0,A
c0104,,partial_word,Come on,",","up,","up, | , | ！ | you,",matches,1,A
c0105,,partial_word,How do honeybees know how to interpret th,e,rips,"rips | iamine, | ymus | orns? | orns",matches,0,A
c0106,,partial_word,How do I find out what th,e,ymine,ymine | yme,matches,0,A
c0107,,partial_word,Could you write a s,mall,yllogism,yllogism | cribe,matches,0,A
c0108,,partial_word,Write a fun story that can be told in 3 minutes at the dinner table. We ar,e,e,e | re | ne | ...,matches,2,A
c0109,,partial_word,Could you explain it in simpler terms. Please give me a step by step instruction so that it's clear for how to declare an SQLSTATE or AQLCODE variable within a nested compound statement. How can I I,dentify,declare,declare | get | achieve | implement,matches,0,A
c0110,,partial_word,Is it a good idea to excersi,se,at,at | to | an | ise | from,matches,0,A
c0111,,partial_word,How hot is the sun and ho,w,hot,hot | much | arses? | wet | arses,matches,0,A
c0112,,partial_word,How ho,t,a,a | is | arding | ard,matches,0,A
c0113,,partial_word,What is t,he,"innitus,","innitus, | ectonic | adalafil",matches,0,A
c0114,,partial_word,What are th,e,orny,orny | istle | ymus | orns | alamic,matches,0,A
c0115,,partial_word,Is it a good i,dea,ambic,ambic | .e | ot | have | Mac,matches,0,A
c0116,,partial_word,What ar,e,cheological,cheological | cheologist | thropod | bor,matches,0,A
